Commodity,Year,Week,Origin,DepartureTime,Destination,ArrivalTime,ContainerType,ContainerSize,Owner,Count,Truncated,FinalDestination,ContractType
DLAY_3_IS GRT_IS REY,2025,8,IS GRT,234,IS REY,496,45P3,40.0,CARRIER,1,True,SE HEL,
DLAY_4_IS GRT_IS REY,2025,8,IS GRT,234,IS REY,496,22G1,20.0,CARRIER,1,True,US PWM,
DLAY_5_IS GRT_IS REY,2025,8,IS GRT,234,IS REY,496,45P3,40.0,CARRIER,3,True,SE HEL,
DLAY_6_IS GRT_IS REY,2025,8,IS GRT,234,IS REY,496,22G1,20.0,LEASED,1,True,US PWM,
DLAY_12_CA NWP_IS REY,2025,9,CA NWP,58,IS REY,496,22G1,20.0,CARRIER,3,True,DK AAR,
DLAY_115_NL RTM_IS REY,2025,9,NL RTM,66,IS REY,496,45G1,40.0,CARRIER,1,True,CA NWP,
DLAY_117_NL RTM_IS REY,2025,9,NL RTM,66,IS REY,496,45G1,40.0,CARRIER,2,True,US PWM,
DLAY_147_US PWM_IS REY,2025,9,US PWM,157,IS REY,496,45R1,40.0,CARRIER,1,True,GB IMM,
DLAY_153_DE BRV_IS REY,2025,10,DE BRV,188,IS REY,496,45R1,40.0,CARRIER,1,True,US PWM,
DLAY_170_DK AAR_IS REY,2025,10,DK AAR,266,IS REY,496,45R1,40.0,CARRIER,1,True,US PWM,
DLAY_176_FO THO_IS REY,2025,10,FO THO,117,IS REY,496,45P3,40.0,CARRIER,1,True,CA NWP,
DLAY_177_FO THO_IS REY,2025,10,FO THO,117,IS REY,496,45U1,40.0,CARRIER,1,True,NL RTM,
DLAY_178_FO THO_IS REY,2025,10,FO THO,117,IS REY,496,45G1,40.0,CARRIER,1,True,NL RTM,
DLAY_179_FO THO_IS REY,2025,10,FO THO,117,IS REY,496,45R1,40.0,LEASED,1,True,US PWM,
DLAY_180_GB TEE_IS REY,2025,10,GB TEE,262,IS REY,496,45G1,40.0,CARRIER,1,True,CA NWP,
DLAY_183_GB TEE_IS REY,2025,10,GB TEE,262,IS REY,496,45P3,40.0,CARRIER,1,True,CA NWP,
DLAY_185_GB TEE_IS REY,2025,10,GB TEE,262,IS REY,496,42P3,40.0,LEASED,1,True,FO THO,
DLAY_234_PL SWI_IS REY,2025,10,PL SWI,240,IS REY,496,42P3,40.0,CARRIER,1,True,IS VES,
DLAY_235_PL SWI_IS REY,2025,10,PL SWI,240,IS REY,496,45G1,40.0,CARRIER,1,True,US PWM,
DLAY_236_PL SWI_IS REY,2025,10,PL SWI,240,IS REY,496,45G1,40.0,CARRIER,1,True,US PWM,
DLAY_237_PL SWI_IS REY,2025,10,PL SWI,240,IS REY,496,45R1,40.0,CARRIER,1,True,US PWM,
TLEG_0_IS REY_GB IMM,2025,9,IS REY,324,GB IMM,498,22G1,20.0,Carrier,2,False,GB IMM,
TLEG_1_IS REY_IS VES,2025,9,IS REY,324,IS VES,420,42P3,40.0,Carrier,2,False,IS VES,
TLEG_2_IS REY_IS VES,2025,9,IS REY,324,IS VES,420,42P3,40.0,Leased,1,False,IS VES,
TLEG_3_IS REY_CA NWP,2025,9,IS REY,324,CA NWP,499,22G1,20.0,Carrier,1,False,CA NWP,
TLEG_4_IS REY_US PWM,2025,9,IS REY,324,US PWM,496,45R1,40.0,Carrier,7,False,US PWM,
TLEG_5_IS REY_CA HAL,2025,9,IS REY,324,CA HAL,455,22G1,20.0,Carrier,3,False,CA HAL,
TLEG_6_IS REY_US PWM,2025,9,IS REY,324,US PWM,496,22G1,20.0,Carrier,2,False,US PWM,
TLEG_7_IS REY_SE HEL,2025,9,IS REY,324,SE HEL,406,45U1,40.0,Carrier,1,False,SE HEL,
TLEG_8_FO THO_IS REY,2025,9,FO THO,334,IS REY,496,45R1,40.0,Carrier,2,False,IS REY,
TLEG_9_IS REY_FO THO,2025,9,IS REY,324,FO THO,504,22U1,20.0,Shipper,1,False,FO THO,
TLEG_10_IS REY_CA HAL,2025,9,IS REY,324,CA HAL,455,22G1,20.0,Shipper,1,False,CA HAL,
TLEG_11_IS REY_US PWM,2025,9,IS REY,324,US PWM,496,22GB,20.0,Shipper,1,False,US PWM,
TLEG_12_IS REY_DK AAR,2025,9,IS REY,252,DK AAR,452,45G1,40.0,Carrier,1,False,DK AAR,
TLEG_13_IS REY_NL RTM,2025,9,IS REY,252,NL RTM,498,45R1,40.0,Carrier,2,False,NL RTM,
TLEG_14_IS REY_SE HEL,2025,9,IS REY,236,SE HEL,406,45P3,40.0,Carrier,4,False,SE HEL,
TLEG_15_IS REY_US PWM,2025,9,IS REY,236,US PWM,496,22G1,20.0,Carrier,1,False,US PWM,
TLEG_16_IS REY_US PWM,2025,9,IS REY,236,US PWM,496,22G1,20.0,Leased,1,False,US PWM,
TLEG_17_IS REY_DK AAR,2025,9,IS REY,252,DK AAR,452,22G1,20.0,Carrier,4,False,DK AAR,
TLEG_18_IS REY_GB IMM,2025,9,IS REY,252,GB IMM,498,45G1,40.0,Carrier,1,False,GB IMM,
TLEG_20_IS REY_CA NWP,2025,9,IS REY,199,CA NWP,499,45G1,40.0,Carrier,1,False,CA NWP,
TLEG_21_IS REY_US PWM,2025,9,IS REY,199,US PWM,496,45G1,40.0,Carrier,2,False,US PWM,
TLEG_22_IS REY_GB IMM,2025,9,IS REY,311,GB IMM,498,45G1,40.0,Carrier,1,False,GB IMM,
TLEG_23_IS REY_DE BRV,2025,9,IS REY,311,DE BRV,356,45G1,40.0,Carrier,1,False,DE BRV,
