Line,Vessel,DepPort,DepHour,ArrPort,ArrHour,Capacity,Cost
Blue Line,JOR,NL RTM,64,GB TEE,85,110,1.0
Blue Line,JOR,GB TEE,94,IS REY,157,110,1.0
Blue Line,JOR,IS REY,198,IS GRT,200,110,1.0
Blue Line,JOR,IS GRT,234,IS REY,236,110,1.0
Blue Line,JOR,IS REY,262,NL RTM,331,110,1.0
Blue Line,JOR,NL RTM,406,GB TEE,423,110,1.0
Blue Line,JOR,GB TEE,430,IS REY,492,110,1.0
Blue Line,JOR,IS REY,534,IS GRT,536,110,1.0
Blue Line,JOR,IS GRT,570,IS REY,572,110,1.0
Blue Line,VED,IS REY,96,NL RTM,163,100,1.0
Blue Line,VED,NL RTM,235,GB TEE,258,100,1.0
Blue Line,VED,GB TEE,268,IS REY,324,100,1.0
Blue Line,VED,IS REY,366,IS GRT,368,100,1.0
Blue Line,VED,IS GRT,402,IS REY,404,100,1.0
Blue Line,VED,IS REY,429,NL RTM,499,100,1.0
Blue Line,VED,NL RTM,571,GB TEE,589,100,1.0
Blue Line,VED,GB TEE,600,IS REY,657,100,1.0
Blue Line,VED,IS REY,702,IS GRT,704,100,1.0
Blue Line,VED,IS GRT,737,IS REY,752,100,1.0
Blue Line,WAIT,NL RTM,0,NL RTM,64,10000,0.0
Blue Line,WAIT,GB TEE,0,GB TEE,94,10000,0.0
Blue Line,WAIT,IS REY,0,IS REY,96,10000,0.0
Blue Line,WAIT,IS GRT,0,IS GRT,234,10000,0.0
Blue Line,WAIT,NL RTM,64,NL RTM,163,10000,0.0
Blue Line,WAIT,IS REY,68,IS REY,96,10000,0.0
Blue Line,WAIT,GB TEE,85,GB TEE,94,10000,0.0
Blue Line,WAIT,GB TEE,94,GB TEE,258,10000,0.0
Blue Line,WAIT,IS REY,96,IS REY,157,10000,0.0
Blue Line,WAIT,IS REY,157,IS REY,198,10000,0.0
Blue Line,WAIT,NL RTM,163,NL RTM,235,10000,0.0
Blue Line,WAIT,IS REY,198,IS REY,236,10000,0.0
Blue Line,WAIT,IS GRT,200,IS GRT,234,10000,0.0
Blue Line,WAIT,IS GRT,234,IS GRT,368,10000,0.0
Blue Line,WAIT,NL RTM,235,NL RTM,331,10000,0.0
Blue Line,WAIT,IS REY,236,IS REY,262,10000,0.0
Blue Line,WAIT,GB TEE,258,GB TEE,268,10000,0.0
Blue Line,WAIT,IS REY,262,IS REY,324,10000,0.0
Blue Line,WAIT,GB TEE,268,GB TEE,423,10000,0.0
Blue Line,WAIT,IS REY,324,IS REY,366,10000,0.0
Blue Line,WAIT,NL RTM,331,NL RTM,406,10000,0.0
Blue Line,WAIT,IS REY,366,IS REY,404,10000,0.0
Blue Line,WAIT,IS GRT,368,IS GRT,402,10000,0.0
Blue Line,WAIT,IS GRT,402,IS GRT,536,10000,0.0
Blue Line,WAIT,IS REY,404,IS REY,429,10000,0.0
Blue Line,WAIT,NL RTM,406,NL RTM,499,10000,0.0
Blue Line,WAIT,GB TEE,423,GB TEE,430,10000,0.0
Blue Line,WAIT,IS REY,429,IS REY,492,10000,0.0
Blue Line,WAIT,GB TEE,430,GB TEE,589,10000,0.0
Blue Line,WAIT,IS REY,492,IS REY,534,10000,0.0
Blue Line,WAIT,NL RTM,499,NL RTM,571,10000,0.0
Blue Line,WAIT,IS REY,534,IS REY,572,10000,0.0
Blue Line,WAIT,IS GRT,536,IS GRT,570,10000,0.0
Blue Line,WAIT,IS GRT,570,IS GRT,704,10000,0.0
Blue Line,WAIT,IS REY,572,IS REY,600,10000,0.0
Blue Line,WAIT,GB TEE,589,GB TEE,600,10000,0.0
Blue Line,WAIT,IS REY,600,IS REY,657,10000,0.0
Blue Line,WAIT,IS REY,657,IS REY,702,10000,0.0
Blue Line,WAIT,IS REY,702,IS REY,752,10000,0.0
Blue Line,WAIT,IS GRT,704,IS GRT,737,10000,0.0
Blue Line,WAIT,IS REY,752,IS REY,770,10000,0.0
Green Line,AVA,IS REY,382,US PWM,597,40,1.0
Green Line,AVA,US PWM,640,CA HAL,679,40,1.0
Green Line,AVA,CA HAL,688,IS REY,832,40,1.0
Green Line,BAK,IS REY,85,US PWM,247,50,1.0
Green Line,BAK,US PWM,300,CA HAL,325,50,1.0
Green Line,BAK,CA HAL,334,CA NWP,398,50,1.0
Green Line,BAK,CA NWP,419,IS REY,534,50,1.0
Green Line,VIV,CA HAL,8,CA NWP,40,60,1.0
Green Line,VIV,CA NWP,59,IS REY,185,60,1.0
Green Line,VIV,IS REY,213,US PWM,370,60,1.0
Green Line,VIV,US PWM,420,CA HAL,464,60,1.0
Green Line,VIV,CA HAL,477,CA NWP,511,60,1.0
Green Line,VIV,CA NWP,522,IS REY,649,60,1.0
Green Line,WAIT,IS REY,0,IS REY,85,10000,0.0
Green Line,WAIT,US PWM,0,US PWM,300,10000,0.0
Green Line,WAIT,CA HAL,0,CA HAL,8,10000,0.0
Green Line,WAIT,CA NWP,0,CA NWP,59,10000,0.0
Green Line,WAIT,CA HAL,8,CA HAL,325,10000,0.0
Green Line,WAIT,CA NWP,40,CA NWP,59,10000,0.0
Green Line,WAIT,CA NWP,59,CA NWP,398,10000,0.0
Green Line,WAIT,IS REY,62,IS REY,85,10000,0.0
Green Line,WAIT,IS REY,85,IS REY,185,10000,0.0
Green Line,WAIT,IS REY,185,IS REY,213,10000,0.0
Green Line,WAIT,IS REY,213,IS REY,382,10000,0.0
Green Line,WAIT,US PWM,247,US PWM,300,10000,0.0
Green Line,WAIT,US PWM,300,US PWM,370,10000,0.0
Green Line,WAIT,CA HAL,325,CA HAL,334,10000,0.0
Green Line,WAIT,CA HAL,334,CA HAL,464,10000,0.0
Green Line,WAIT,US PWM,370,US PWM,420,10000,0.0
Green Line,WAIT,IS REY,382,IS REY,534,10000,0.0
Green Line,WAIT,CA NWP,398,CA NWP,419,10000,0.0
Green Line,WAIT,CA NWP,419,CA NWP,511,10000,0.0
Green Line,WAIT,US PWM,420,US PWM,597,10000,0.0
Green Line,WAIT,CA HAL,464,CA HAL,477,10000,0.0
Green Line,WAIT,CA HAL,477,CA HAL,679,10000,0.0
Green Line,WAIT,CA NWP,511,CA NWP,522,10000,0.0
Green Line,WAIT,IS REY,534,IS REY,550,10000,0.0
Green Line,WAIT,IS REY,550,IS REY,649,10000,0.0
Green Line,WAIT,US PWM,597,US PWM,640,10000,0.0
Green Line,WAIT,IS REY,649,IS REY,750,10000,0.0
Green Line,WAIT,CA HAL,679,CA HAL,688,10000,0.0
Green Line,WAIT,IS REY,750,IS REY,832,10000,0.0
Green Line,WAIT,IS REY,832,IS REY,899,10000,0.0
Red Line,BRU,DE BRV,33,SE HEL,66,130,1.0
Red Line,BRU,SE HEL,75,DK AAR,81,130,1.0
Red Line,BRU,DK AAR,96,IS REY,174,130,1.0
Red Line,BRU,IS REY,187,GL GOH,254,130,1.0
Red Line,BRU,GL GOH,272,IS REY,361,130,1.0
Red Line,BRU,IS REY,402,IS RFJ,432,130,1.0
Red Line,BRU,IS RFJ,436,FO THO,457,130,1.0
Red Line,BRU,FO THO,465,DE BRV,516,111,1.0
Red Line,BRU,DE BRV,532,SE HEL,561,130,1.0
Red Line,BRU,SE HEL,575,DK AAR,582,130,1.0
Red Line,BRU,DK AAR,598,IS REY,678,130,1.0
Red Line,BRU,IS REY,695,GL GOH,771,130,1.0
Red Line,BRU,GL GOH,789,IS REY,881,130,1.0
Red Line,DET,IS REY,63,IS RFJ,85,140,1.0
Red Line,DET,IS RFJ,91,FO THO,108,140,1.0
Red Line,DET,FO THO,117,DE BRV,166,140,1.0
Red Line,DET,DE BRV,185,SE HEL,223,140,1.0
Red Line,DET,SE HEL,238,DK AAR,245,140,1.0
Red Line,DET,DK AAR,261,IS REY,340,140,1.0
Red Line,DET,IS REY,360,GL GOH,431,140,1.0
Red Line,DET,GL GOH,449,IS REY,536,140,1.0
Red Line,TUK,CZ DDD,473,DK AAR,486,140,1.0
Red Line,TUK,DK AAR,495,IS REY,573,140,1.0
Red Line,TUK,IS REY,592,GL GOH,679,140,1.0
Red Line,TUK,GL GOH,698,IS REY,770,140,1.0
Red Line,WAIT,DE BRV,0,DE BRV,33,10000,0.0
Red Line,WAIT,SE HEL,0,SE HEL,75,10000,0.0
Red Line,WAIT,DK AAR,0,DK AAR,96,10000,0.0
Red Line,WAIT,IS REY,0,IS REY,63,10000,0.0
Red Line,WAIT,GL GOH,0,GL GOH,272,10000,0.0
Red Line,WAIT,IS RFJ,0,IS RFJ,91,10000,0.0
Red Line,WAIT,FO THO,0,FO THO,117,10000,0.0
Red Line,WAIT,CZ DDD,0,CZ DDD,473,10000,0.0
Red Line,WAIT,DE BRV,14,DE BRV,33,10000,0.0
Red Line,WAIT,IS REY,30,IS REY,63,10000,0.0
Red Line,WAIT,DE BRV,33,DE BRV,166,10000,0.0
Red Line,WAIT,IS REY,63,IS REY,174,10000,0.0
Red Line,WAIT,SE HEL,66,SE HEL,75,10000,0.0
Red Line,WAIT,SE HEL,75,SE HEL,223,10000,0.0
Red Line,WAIT,DK AAR,81,DK AAR,96,10000,0.0
Red Line,WAIT,IS RFJ,85,IS RFJ,91,10000,0.0
Red Line,WAIT,IS RFJ,91,IS RFJ,432,10000,0.0
Red Line,WAIT,DK AAR,96,DK AAR,245,10000,0.0
Red Line,WAIT,FO THO,108,FO THO,117,10000,0.0
Red Line,WAIT,FO THO,117,FO THO,457,10000,0.0
Red Line,WAIT,DE BRV,166,DE BRV,185,10000,0.0
Red Line,WAIT,IS REY,174,IS REY,187,10000,0.0
Red Line,WAIT,DE BRV,185,DE BRV,516,10000,0.0
Red Line,WAIT,IS REY,187,IS REY,340,10000,0.0
Red Line,WAIT,SE HEL,223,SE HEL,238,10000,0.0
Red Line,WAIT,SE HEL,238,SE HEL,561,10000,0.0
Red Line,WAIT,DK AAR,245,DK AAR,261,10000,0.0
Red Line,WAIT,GL GOH,254,GL GOH,272,10000,0.0
Red Line,WAIT,DK AAR,261,DK AAR,486,10000,0.0
Red Line,WAIT,GL GOH,272,GL GOH,431,10000,0.0
Red Line,WAIT,IS REY,340,IS REY,360,10000,0.0
Red Line,WAIT,IS REY,360,IS REY,361,10000,0.0
Red Line,WAIT,IS REY,361,IS REY,402,10000,0.0
Red Line,WAIT,IS REY,402,IS REY,536,10000,0.0
Red Line,WAIT,GL GOH,431,GL GOH,449,10000,0.0
Red Line,WAIT,IS RFJ,432,IS RFJ,436,10000,0.0
Red Line,WAIT,GL GOH,449,GL GOH,679,10000,0.0
Red Line,WAIT,FO THO,457,FO THO,465,10000,0.0
Red Line,WAIT,DK AAR,486,DK AAR,495,10000,0.0
Red Line,WAIT,DK AAR,495,DK AAR,582,10000,0.0
Red Line,WAIT,DE BRV,516,DE BRV,532,10000,0.0
Red Line,WAIT,IS REY,536,IS REY,572,10000,0.0
Red Line,WAIT,SE HEL,561,SE HEL,575,10000,0.0
Red Line,WAIT,IS REY,572,IS REY,573,10000,0.0
Red Line,WAIT,IS REY,573,IS REY,592,10000,0.0
Red Line,WAIT,DK AAR,582,DK AAR,598,10000,0.0
Red Line,WAIT,IS REY,592,IS REY,678,10000,0.0
Red Line,WAIT,IS REY,678,IS REY,695,10000,0.0
Red Line,WAIT,GL GOH,679,GL GOH,698,10000,0.0
Red Line,WAIT,IS REY,695,IS REY,770,10000,0.0
Red Line,WAIT,GL GOH,698,GL GOH,771,10000,0.0
Red Line,WAIT,IS REY,770,IS REY,784,10000,0.0
Red Line,WAIT,GL GOH,771,GL GOH,789,10000,0.0
Red Line,WAIT,IS REY,784,IS REY,881,10000,0.0
Red Line,WAIT,IS REY,881,IS REY,903,10000,0.0
TRANS,BAK->BRU,IS REY,534,IS REY,695,50,1.0
TRANS,BAK->TUK,IS REY,534,IS REY,592,50,1.0
TRANS,BAK->VED,IS REY,534,IS REY,702,50,1.0
TRANS,BRU->AVA,IS REY,174,IS REY,382,40,1.0
TRANS,BRU->AVA,IS REY,361,IS REY,382,40,1.0
TRANS,BRU->JOR,IS REY,174,IS REY,198,110,1.0
TRANS,BRU->JOR,IS REY,174,IS REY,262,110,1.0
TRANS,BRU->JOR,IS REY,174,IS REY,534,110,1.0
TRANS,BRU->JOR,IS REY,361,IS REY,534,110,1.0
TRANS,BRU->LAG,DK AAR,81,DK AAR,278,50,1.0
TRANS,BRU->LAG,DK AAR,81,DK AAR,615,50,1.0
TRANS,BRU->LAG,IS REY,174,IS REY,407,50,1.0
TRANS,BRU->LAG,IS REY,361,IS REY,407,50,1.0
TRANS,BRU->LAG,FO THO,457,FO THO,460,50,1.0
TRANS,BRU->LAG,FO THO,457,FO THO,669,50,1.0
TRANS,BRU->LAG,DK AAR,582,DK AAR,615,50,1.0
TRANS,BRU->SKO,DK AAR,81,DK AAR,112,50,1.0
TRANS,BRU->SKO,DK AAR,81,DK AAR,446,50,1.0
TRANS,BRU->SKO,IS REY,174,IS REY,234,50,1.0
TRANS,BRU->SKO,FO THO,457,FO THO,511,50,1.0
TRANS,BRU->VED,IS REY,174,IS REY,366,100,1.0
TRANS,BRU->VED,IS REY,174,IS REY,429,100,1.0
TRANS,BRU->VED,IS REY,174,IS REY,702,100,1.0
TRANS,BRU->VED,IS REY,361,IS REY,366,100,1.0
TRANS,BRU->VED,IS REY,361,IS REY,429,100,1.0
TRANS,BRU->VED,IS REY,361,IS REY,702,100,1.0
TRANS,BRU->VED,IS REY,678,IS REY,702,100,1.0
TRANS,BRU->VIV,IS REY,174,IS REY,213,60,1.0
TRANS,DET->AVA,IS REY,340,IS REY,382,40,1.0
TRANS,DET->JOR,IS REY,340,IS REY,534,110,1.0
TRANS,DET->LAG,FO THO,108,FO THO,118,50,1.0
TRANS,DET->LAG,FO THO,108,FO THO,339,50,1.0
TRANS,DET->LAG,FO THO,108,FO THO,460,50,1.0
TRANS,DET->LAG,FO THO,108,FO THO,669,50,1.0
TRANS,DET->LAG,DK AAR,245,DK AAR,278,50,1.0
TRANS,DET->LAG,DK AAR,245,DK AAR,615,50,1.0
TRANS,DET->LAG,IS REY,340,IS REY,407,50,1.0
TRANS,DET->SKO,FO THO,108,FO THO,166,50,1.0
TRANS,DET->SKO,FO THO,108,FO THO,284,50,1.0
TRANS,DET->SKO,FO THO,108,FO THO,511,50,1.0
TRANS,DET->SKO,DK AAR,245,DK AAR,446,50,1.0
TRANS,DET->VED,IS REY,340,IS REY,366,100,1.0
TRANS,DET->VED,IS REY,340,IS REY,429,100,1.0
TRANS,DET->VED,IS REY,340,IS REY,702,100,1.0
TRANS,DET->VED,IS REY,536,IS REY,702,100,1.0
TRANS,JOR->AVA,IS REY,157,IS REY,382,40,1.0
TRANS,JOR->AVA,IS REY,236,IS REY,382,40,1.0
TRANS,JOR->BRU,IS REY,157,IS REY,187,110,1.0
TRANS,JOR->BRU,IS REY,157,IS REY,402,110,1.0
TRANS,JOR->BRU,IS REY,157,IS REY,695,110,1.0
TRANS,JOR->BRU,IS REY,236,IS REY,402,110,1.0
TRANS,JOR->BRU,IS REY,236,IS REY,695,110,1.0
TRANS,JOR->BRU,IS REY,492,IS REY,695,110,1.0
TRANS,JOR->BRU,IS REY,572,IS REY,695,110,1.0
TRANS,JOR->DET,IS REY,157,IS REY,360,110,1.0
TRANS,JOR->DET,IS REY,236,IS REY,360,110,1.0
TRANS,JOR->LAG,IS REY,157,IS REY,407,50,1.0
TRANS,JOR->LAG,IS REY,236,IS REY,407,50,1.0
TRANS,JOR->SKO,IS REY,157,IS REY,234,50,1.0
TRANS,JOR->TUK,IS REY,157,IS REY,592,110,1.0
TRANS,JOR->TUK,IS REY,236,IS REY,592,110,1.0
TRANS,JOR->TUK,IS REY,492,IS REY,592,110,1.0
TRANS,JOR->TUK,IS REY,572,IS REY,592,110,1.0
TRANS,JOR->VIV,IS REY,157,IS REY,213,60,1.0
TRANS,LAG->AVA,IS REY,372,IS REY,382,40,1.0
TRANS,LAG->BRU,FO THO,109,FO THO,465,50,1.0
TRANS,LAG->BRU,DK AAR,253,DK AAR,598,50,1.0
TRANS,LAG->BRU,FO THO,328,FO THO,465,50,1.0
TRANS,LAG->BRU,IS REY,372,IS REY,402,50,1.0
TRANS,LAG->BRU,IS REY,372,IS REY,695,50,1.0
TRANS,LAG->BRU,FO THO,455,FO THO,465,50,1.0
TRANS,LAG->BRU,DK AAR,586,DK AAR,598,50,1.0
TRANS,LAG->DET,FO THO,109,FO THO,117,50,1.0
TRANS,LAG->DET,DK AAR,253,DK AAR,261,50,1.0
TRANS,LAG->JOR,IS REY,372,IS REY,534,50,1.0
TRANS,LAG->TUK,DK AAR,253,DK AAR,495,50,1.0
TRANS,LAG->TUK,IS REY,372,IS REY,592,50,1.0
TRANS,LAG->VED,IS REY,372,IS REY,429,50,1.0
TRANS,LAG->VED,IS REY,372,IS REY,702,50,1.0
TRANS,SKO->AVA,IS REY,202,IS REY,382,40,1.0
TRANS,SKO->BRU,DK AAR,70,DK AAR,96,50,1.0
TRANS,SKO->BRU,DK AAR,70,DK AAR,598,50,1.0
TRANS,SKO->BRU,FO THO,159,FO THO,465,50,1.0
TRANS,SKO->BRU,IS REY,202,IS REY,402,50,1.0
TRANS,SKO->BRU,IS REY,202,IS REY,695,50,1.0
TRANS,SKO->BRU,FO THO,277,FO THO,465,50,1.0
TRANS,SKO->BRU,DK AAR,418,DK AAR,598,50,1.0
TRANS,SKO->BRU,IS REY,541,IS REY,695,50,1.0
TRANS,SKO->DET,DK AAR,70,DK AAR,261,50,1.0
TRANS,SKO->DET,IS REY,202,IS REY,360,50,1.0
TRANS,SKO->JOR,IS REY,202,IS REY,262,50,1.0
TRANS,SKO->JOR,IS REY,202,IS REY,534,50,1.0
TRANS,SKO->TUK,DK AAR,70,DK AAR,495,50,1.0
TRANS,SKO->TUK,IS REY,202,IS REY,592,50,1.0
TRANS,SKO->TUK,DK AAR,418,DK AAR,495,50,1.0
TRANS,SKO->TUK,IS REY,541,IS REY,592,50,1.0
TRANS,SKO->VED,IS REY,202,IS REY,366,50,1.0
TRANS,SKO->VED,IS REY,202,IS REY,429,50,1.0
TRANS,SKO->VED,IS REY,202,IS REY,702,50,1.0
TRANS,SKO->VED,IS REY,541,IS REY,702,50,1.0
TRANS,SKO->VIV,IS REY,202,IS REY,213,50,1.0
